0.50181	0.45041
0.54413	0.80219
0.69955	0.35326
0.04016	0.04094
0.36071	0.70966
0.52093	0.38036
0.13692	0.91201
0.06303	0.30611
0.09409	0.05975
0.63403	0.57797
0.25441	0.90056
0.03122	0.04904
0.10041	0.11957
0.69213	0.61871
0.93424	0.55801
0.72355	0.51255
0.15928	0.58867
0.06231	0.56945
0.65888	0.74507
0.96483	0.06845
0.26535	0.40732
0.20136	0.65301
0.4625	0.19213
0.69378	0.25783
0.60697	0.42948
0.38952	0.84785
0.78277	0.65772
0.86169	0.77947
0.56909	0.27227
0.23396	0.59511
0.62372	0.42662
0.84463	0.14616
0.04645	0.82675
0.14937	0.78847
0.11612	0.53379
0.46381	0.84525
0.39944	0.10887
0.98354	0.10473
0.42841	0.86797
0.98884	0.84433
0.07802	0.32804
0.64844	0.47908
0.24998	0.33964
0.79629	0.29132
0.78334	0.7451
0.23972	0.47109
0.43173	0.36485
0.59951	0.51976
0.7064	0.41277
0.62483	0.61236
0.98954	0.14092
0.91839	0.92384
0.97922	0.23971
0.83388	0.58707
0.25338	0.26762
0.14727	0.94469
0.3799	0.71657
0.61113	0.86248
0.03781	0.98462
0.35407	0.61024
0.18651	0.97779
0.29497	0.00152
0.06236	0.81754
0.8371	0.33802
0.66975	0.41194
0.34213	0.74058
0.78786	0.67007
0.61546	0.68142
0.1146	0.00563
0.56375	0.46585
0.58557	0.58497
0.54089	0.76817
0.95206	0.82969
0.52274	0.81429
0.45424	0.07247
0.84531	0.0918
0.03917	0.70974
0.46307	0.60158
0.85127	0.90474
0.01921	0.28011
0.77272	0.45896
0.72582	0.13356
0.5591	0.11942
0.00431	0.80978
0.57974	0.56942
0.22186	0.67581
0.49126	0.13197
0.35519	0.6698
0.35478	0.9772
0.2319	0.63772
0.60903	0.69907
0.03101	0.72225
0.86532	0.15675
0.81903	0.34054
0.63142	0.10605
0.02802	0.24802
0.81236	0.87365
0.61548	0.24621
0.45211	0.02782
0.56748	0.96968
0.59556	0.1637
0.93853	0.16254
0.31511	0.67175
0.54975	0.1602
0.88404	0.11938
0.3267	0.06557
0.87158	0.80727
0.10378	0.85579
0.71927	0.40263
0.10294	0.09106
0.90105	0.27637
0.62004	0.75133
0.99614	0.98372
0.1145	0.10472
0.04495	0.54174
0.07534	0.14243
0.19274	0.10119
0.85581	0.33975
0.78042	0.21382
0.12538	0.62689
0.23246	0.43206
0.42355	0.52634
0.81598	0.49804
0.66535	0.81967
0.16321	0.05799
0.9042	0.36897
0.63339	0.3159
0.05499	0.90341
0.4519	0.18375
0.9236	0.66092
0.5929	0.76195
0.40878	0.24347
0.00992	0.86836
0.7597	0.38597
0.27214	0.70531
0.52517	0.28434
0.4238	0.33232
0.55328	0.89294
0.77888	0.68333
0.24996	0.91127
0.08954	0.51004
0.54093	0.86294
0.47388	0.40379
0.66241	0.7198
0.75412	0.02798
0.98559	0.85766
0.78599	0.23473
0.0788	0.0156
0.91368	0.10938
0.73375	0.41134
0.59826	0.35485
0.64793	0.11664
0.28059	0.24569
0.96364	0.01162
0.73428	0.37983
0.86615	0.87533
0.49301	0.14537
0.09461	0.5239
0.04442	0.59469
0.18984	0.76152
0.04156	0.21332
0.8458	0.49185
0.23495	0.77633
0.6107	0.35813
0.6332	0.78502
0.69717	0.23309
0.63523	0.53651
0.48514	0.68092
0.17624	0.76789
0.04841	0.28395
0.89877	0.62387
0.3778	0.85491
